"","Artist","Song","Lyrics","Label"
"6963","The Vogues","Moments To Remember","January to December We'll have moments to remember  The New Year's Eve we did the town The day we tore the goalpost down We will have these moments to remember The quiet walks, the noisy fun The ballroom prize we almost won We will have these moments to remember Though summer turns to Winter And the present disappears The laughter we were glad to share Will echo through the years When other nights and other days May find us gone our separate ways We will have these moments to remember  The drive-in movies where we used to go And somehow, I never watched the show",3
"6964","The Vogues","Woman Helping Man","",3
"6965","The Vogues","Earth Angel (Will You Be Mine)","",3
"6967","The Vogues","Green Fields","Once there were greenfields kissed by the sun; Once there were valleys where rivers used to run; Once there was blue sky with white clouds high above; Once they were part of an everlasting love. We were the lovers who strolled through greenfields.  Greenfields are gone now, parched by the sun; Gone from the valleys where rivers used to run; Gone with the cold wind that swept into my heart; Gone with the lovers who let their dreams depart. Where are the greenfields that we used to roam?  I'll never know what made you run away. How can I keep searching when dark clouds hide the day? I only know there's nothing here for me, Nothing in this wide world left for me to see.  But I'll keep on waitin' 'til you return. I'll keep on waiting until the day you learn You can't be happy while your heart's on the roam. You can't be happy until you bring it home, Home to the greenfields and me once again.",3
"6968","The Vogues","Please Mr. Sun","Don't you hurt me, Mr. Sun. Speak to her, Mr. Rainbow. And take her under, Your branches, Mr. Tree.  Whisper to her, Mr. Wind. Sing to her, Mr. Robin. And Mrs. Moonlight, Put in a word, For me.  Talk to her, Talk to her...  Tell her how I fear, Should it end this way, Since you are all her friends, She'll listen to what you say.  Tell it to her, Mr. Moon Kiss her for me, Ms. Raindrop. And watch to see, They all do, Please Mr. Sun.  Talk to her... Please Mr. Sun. Talk to her... Mr. Sun!",3
"6969","The Vogues","You're The One","Every time we meet, everything is sweet Oh, you're so tender, I must surrender My love is your love, now and forever   You're the one that I long to kiss Baby, you're the one that I really miss (yeah, yeah, yeah) You're the one that I'm dreamin' of Baby, you're the one that I love  Keep me in your heart, never let us part Ooh, never leave me, please don't deceive me I want you only, you must believe me    I adore you and no one before you could make me feel this way, yay Since I met you I just can't forget you, I love you more each day (Yeah, yeah, yeah, yeah)  There may be some tears through the comin' years Ooh, all the while I know you'll be smilin' Your love will guide me through every mile 'cause  ",3
"6970","The Vogues","Turn Around, Look At Me","There is someone walking behind you,  turn around, look at me. There is someone watching your footsteps,  Turn around, look at me There is someone who really needs you,  Here's my heart in my hand. Turn around, (turn around,) look at me,  (Look at me,) understand,understand,  That there's someone who'll stand beside you.  Turn around, look at me. And there's someone who'll love and guide you.  Turn around, look at me. I've waited, but I'll wait forever for you to come to me. Look at someone (look at someone) who really loves you,  yeah, really loves you. Turn around, look at me.",3
"6971","The Vogues","My Special Angel","(Angel, angel, whoa-oh-oh-oh, whoa) (Angel, angel, whoa-oh-oh-oh, whoa)  You are my special angel Sent from up above The Lord smiled down on me And sent an angel to love (to love)  You are my special angel Right from paradise I know you're an angel Heaven is in your eyes  The smile from your lips brings the summer sunshine Tears from your eyes bring the rain I feel your touch, your warm embrace And I'm in heaven again  You are my special angel Through eternity I'll have my special angel Here to watch over me  (A smile from your lips brings the summer sunshine) (The tears from your eyes bring the rain) I feel your touch, your warm embrace And I'm in heaven again  You are my special angel Through eternity I'll have my special angel Here to watch over me (watch over me)  Here to watch over me (Angel, angel, whoa-oh-oh-oh, oh, oh oh, oh)",3
"6972","The Vogues","Magic Town","They told me the streets were all paved with gold  but these dirty sidewalls are grey and concrete cold. They said neon lights were a beautiful sight But how 'bout the one blinkin' in my room all night     Hey, where's the magic in this Magic Town?  Where's the good life they said could be found? where's the magic to make all my big dreams come true?  I gotta find it girl before I send for you.   They said in this town you get rich in no time  but here I am and I'm down to my last dime. I just don't know why I bother to try  when nobody here gives a hang if I live or die.   Hey, where's the magic in this Magic Town?  Where's the good life they said could be found? where's the magic to make all my big dreams come true?  I gotta find it girl before I send for you. I'm gonna find it girl, if it can be found before I bring you",3
"6973","The Vogues","No, Not Much","I don't want my arms around you, no not much I don't bless the day I found you, no not much I don't need you like the stars don't need the sky I won't love you longer than the day I die  You don't please me when you squeeze me, no not much My heads the lightest from your very slightest touch Baby, if you ever go could I take it maybe so Oh but would I like it, no not much  Like a ten cent soda dosen't cost a dime I don't want you near me only all time  You don't thrill me when you hold me, no not much My brain gets hazy from your cool and crazy touch Baby if you ever go could I take it maybe so Oh but would I like it, no not much No not much",3
"6974","The Vogues","Five O'Clock World","O melhor lugar do mundo é aqui, E agora bis Aqui onde indefinido Agora que é quase quando Quando ser leve ou pesado Deixa de fazer sentido Aqui de onde o olho mira Agora que ouvido escuta O tempo que a voz não fala Mas que o coração tributa O melhor lugar do mundo é aqui, E agora bis Aqui onde a cor é clara Agora que é tudo escuro Viver em Guadalajara Dentro de um figo maduro Aqui longe em nova deli Agora sete, oito ou nove Sentir é questão de pele Amor é tudo que move O melhor lugar do mundo é aqui, E agora bis Aqui perto passa um rio Agora eu vi um lagarto Morrer deve ser tão frio Quanto na hora do parto Aqui fora de perigo Agora dentro de instantes Depois de tudo que eu digo Muito embora muito antes O melhor lugar do mundo é aqui",3
"6976","Solomon Burke","Only Love (Can Save Me Now)","",3
"6979","Solomon Burke","Someone Is Watching","",3
"6982","Solomon Burke","Goodbye Baby (Baby Goodbye)","",3
"6983","Solomon Burke","Got To Get You Off My Mind","Got to get you off of my mind I know it's just a matter of time You've found somebody new And our romance is through Yes it is  Gonna throw your picture away You didn't want my love, any old way You've found somebody new And our romance is through Yes it is  Some folks love is hard and strong That's the kind of love that lingers on Some folks love is swift and fast That's the kind of love that'll never last  We had a love that was in between And to me it was like a dream If we had stayed together till June Not a problem, bride and groom  That's why Got to get you off of my mind I know it's just a matter of time You've found somebody new And our romance is through Listen to me  Got to get you off of my mind I know it's just a matter of time Got to get you off of my mind I know it's just a matter of time",3
"6985","Solomon Burke","Take Me (Just As I Am)","Some folks think I'm a millionaire But they don't really know All the bills, the burdens And problems I bear  But only you alone You're the one that's Lyrics courtesy Top40db. Given me the courage and Strength to go on and on And for you, I sing this song  My pockets ain't filled with money The old car I drive runs funny And I don't have much to offer A sweet fine girl like you  But here's my heart, please take it You see, I need your love If I'm gonna make it  Come on, take me Oh, darling, take me Take me, take me as I am Just as I am  Now listen to this Wilson Pickett found himself Someone to love, Joe Tex did too And Otis Redding said I've tried and I've tried He found someone to love  But I believe there's different Strokes for different folks And if you give your woman What she wants when she wants it How she wants it, where she wants it And every time you think she wants it You won't ever have to Worry about anything  And that's why, darling, to you I can stretch out my arms Baby, I'm yours and yours alone  (Take me) take me, take me (Take me) right now, right now Just as I am, you got it, baby I'm all yours, come on  Let me hear you say yeah (yeah) Everybody, clap your hands one time (Yeah, yeah, yeah) feel alright  Oh. my, my, my, my, my Makes you wanna moan a little bit",3
"6986","Solomon Burke","He'll Have To Go","",3
"6987","Solomon Burke","I Feel A Sin Coming On","",3
"6988","Solomon Burke","Baby Come On Home","",3
"6993","Solomon Burke","The Price","",3
"6995","Solomon Burke","I Wish I Knew (How It Would Feel To Be Free)","I wish I knew how It would feel to be free I wish I could break All the chains holding me I wish I could say  All the things that I should say Say 'em loud say 'em clear For the whole round world to hear I wish I could share All the love that's in my heart  Remove all the bars That keep us apart I wish you could know What it means to be me Then you'd see and agree That every man should be free  I wish I could give All I'm longin' to give I wish I could live Like I'm longin' to live I wish I could do All the things that I can do And though I'm way over due I'd be starting a new  Well I wish I could be  Like a bird in the sky How sweet it would be If I found I could fly Oh I'd soar to the sun And look down at the sea  Than I'd sing 'cause I know, yea Then I'd sing 'cause I know, yea Then I'd sing 'cause I know   I'd know how it feels Oh I know how it feels to be free Yea yea! oh, I know how it feels  Yes I know  Oh, I know How it feels How it feels To be free",3
"7003","Solomon Burke","Yes I Do","",3
"7006","Solomon Burke","Proud Mary","Left a good job in the city, Working for The Man every night and day, And I never lost one minute of sleeping, Worrying 'bout the way things might have been.   Big wheel keep on turning, Proud Mary keep on burning, Rolling, rolling, rolling on the river.  Cleaned a lot of plates in Memphis, Pumped a lot of pain down in New Orleans, But I never saw the good side of the city, Until I hitched a ride on a river boat queen.    Rolling, rolling, rolling on the river. If you come down to the river, Bet you gonna find some people who live. You don't have to worry 'cause you have no money, People on the river are happy to give.    Rolling, rolling, rolling on the river. Rolling, rolling, rolling on the river. Rolling, rolling, rolling on the river.",3
"7011","Solomon Burke","Everybody Needs Somebody To Love","I'm so happy to be here tonight So glad to be here in your wonderful city And I have a little message for you And I want to tell every woman and every man tonight That's ever needed someone to love That's ever had somebody to love them That ever had somebody's understanding That's ever had someone to need your love all the time Someone that's with them when they're up Somebody that's with them when they're down If you had yourself somebody like this you better hold onto 'em Let me tell you something Sometimes you get what you want And you lose what you have There's a song I sing And I believe that if everybody would sing this song you can save the whole world Listen to me  Everybody needs somebody Everybody wants somebody to love Honey to hug, yeah Sugar to kiss Baby to miss now, yeah Baby to tease Sometimes to please, yeah And I need you you you And I need you you you In the morning baby you you you When the sun goes down you you you Ain't no nobody around you you you  Whoa listen to me,  sometimes I feel like I feel a little sad inside When my baby mistreats me And I can't get a little little mad But I need you you you Just to see me through children Somebody to hold my hand When I feel a little lonely, oh but I want to hear you say yeah Oh baby say yeah, I want to hear you say yeah  I say yeah yeah Yeah Somebody I just want my woman to stand up and say I love you I want someone to be a witness tonight I just want to say I love you, I wanna hear you say I love you ohhh I just want somebody to squeeze tonight yeah",3
"7014","Solomon Burke","Tonight's The Night","Tonight's the night That you belong to me Tonight's the night There'll be no company Oh, tonight, tonight's the night Tonight's the night Yes sir, oh, yes, it is Now listen to me, honey Someone should call Don't answer the phone Somebody knocks on the door Tell 'em we're not home I just want it to be, darling Nobody but me and you, honey, tonight I don't want no friends around There's a whole lot of sweet talk, girl I'm gonna be putting down Cut off the stereo Forget about the late, late show 'Cause tonight, honey, oh, tonight Listen to me (Tonight's the night) And when the lights are low (They you belong to me) I'm gonna lock all the doors (Tonight's the night) And throw away the key, baby (You're mine exclusively) And then I wanna talk to you Some more because tonight I got something I want to say to you Honey, tonight, ooh I wanna hear you say I do And that ain't all, sugar And when I get through I want you to hold me, squeeze me With all of your might Because tonight (Tonight, tonight) Tonight is the night ",3
"7020","Herb Alpert & The Tijuana Brass","Spanish Flea","There was a little spanish flea A record star he thought he'd be He heard of singers like Beatles and The Chipmunks he'd seen on tv Why not a little spanish flea?  And so he hid Inside a doggie from madrid He arrived in the city Still singin his sweet harmony As proud as any flea could be  He walked around As if he owned the town Humming his pint sized melody With his guitar he knew he'd be a star And in his own home town, how proud he'd be  Then all at once he met a man Who said, ""I'll help you if i can"" He listened close to his song And then he sang right along for you see He loved that little spanish flea",3
"7024","Herb Alpert & The Tijuana Brass","Mame","You coax the blues right out of the horn, Mame You charm the husk right off of the corn, Mame  You've got the banjoes strummin' And plunkin' out a tune to beat the band The whole plantation's hummin' Since you brought Dixie back to Dixieland  You make the cotton easy to pick, Mame You give my old mint julep a kick, Mame  You make the old magnolia tree Blossom at the mention of your name You've made us feel alive again You've given us the drive again You make the south revive again, Mame  You've brought the cake-walk back into style, Mame You make the weepin' willow tree smile, Mame  Your skin is Dixie satin There's rebel in your manner and your speech You may be from Manhattan But Georgia never had a sweeter peach  You make our black-eyed peas and our grits, Mame Seem like the Sill of Fare at the Ritz, Mame  You came, you saw, you conquered And absolutely nothing is the same Your special fascination'll prove to be inspirational We think you're just sensational, Mame",3
"1","Cream","Sunshine Of Your Love","It's getting near dawn.  
The lights close their tired eyes.  
I'll soon be with you, my love,  
To give you my dawn surprise.  
I'll be with you, darling, soon,  
I'll be with you when the stars start falling.  
  
I've been waiting so long  
To be where I'm going  
In the sunshine of your love.  
  
I'm with you, my love.  
The light shining through on you.  
Yes, I'm with you, my love,  
It's the morning and just we two.  
I'll stay with you, darling, now,  
I'll stay with you till my seeds are dried up.  
  
I've been waiting so long  
To be where I'm going  
In the sunshine of your love.  
  
It's getting near dawn.  
The lights close their tired eyes.  
I'll soon be with you, my love,  
To give you my dawn surprise.  
I'll be with you, darling, soon,  
I'll be with you when the stars start falling.  
  
I've been waiting so long

",1
"2","Dusty Springfield","Stay Awhile","I'm touching your face and I  
Can't get very far  
You travel a million miles  
Always in the stars  
And crossing the clouds  
A fading moon  
Whispered ""It's goodbye""  
But as it starts to die  
  
Stay awhile  
Show your love  
Child among the stars  
Just stay awhile  
Lay with me  
Tell me who you are  
  
I've never believed in much  
What can I be worth ?  
I'm always a shooting star  
Falling down to earth  
I prayed in my heart  
You'd never know  
Feelings wouldn't show  
But now before you go  
  
Stay awhile  
Show your love  
Child among the stars  
Just stay awhile  
Lay with me  
Tell me who you are  
  
And crossing the clouds  
A fading moon  
Whispers ""It's goodbye""  
But as it starts to die  
  
Stay awhile  
Show your love  
Child among the stars  
Just stay awhile  
Lay with me  
Show me who you are  
  
Just stay awhile

",1
"3","Herman's Hermits","There's A Kind Of Hush","There's a kind of hush all over the world, tonight  
All over the world, you can hear the sounds of lovers in love  
You know what I mean, just the two of us and nobody else concerned  
There's nobody else and I'm feeling good, holding you tight  
  
So listen very carefully  
Closer now and you will see what I mean, it isn't a dream  
The only sound that you will hear  
Is when I whisper in your ear, ""I love you, forever and ever""  
  
There's a kind of hush all over the world, tonight  
All over the world, people just like us are falling in love  
  
So listen very carefully  
Closer now and you will see what I mean, no no, it isn't a dream  
The only sound that you will hear  
Is when I whisper in your ear, ""I love you, forever and ever""  
  
There's a kind of hush all over the world, tonight  
All over the world, people just like us are falling in love  
Are falling in love, falling in love

",1
"4","Herman's Hermits","Wonderful World","I don't know much about my history, now  
Don't know much about biology  
Don't know much about the science book, now  
Don't know much about the French I took  
  
All I do know is I love you, now  
And I wonder if you love me too  
Ooh, what a wonderful world this could be  
  
Ooh, I don't know much about geography, now  
Don't know much about trigonometry, now  
Don't know much about the algebra  
Don't know what a slide rule is for  
  
But I do know one and one is two, now  
And I wonder if you love me too  
Ooh, what a wonderful world this could be  
  
I don't claim to be an 'A' student  
But that's what I'm trying to be  
But by being an 'A' student, baby  
Look like I could win your love for me  
  
Don't know much about the history, now, oh now  
Don't know much about biology  
I don't know much about the science book, now  
Don't know much about the good French I took, oh  
  
All I do know is I love you, now, oh now  
And I wonder if you love me too  
Ooh, what a wonderful world this could be  
  
Good Lord, I don't claim to be an 'A' student  
But that's what I'm trying to be, oh now  
But if I have to be an 'A' student, baby  
I'm gonna win your love for me  
  
I don't know much about geography, now, oh now  
Don't know much about trigonometry  
Don't know much about the algebra, now  
Don't know what a good slide rule is for  
  
But I do know one and one is two, now, oh now  
And I wonder if you love me too  
Ooh, what a wonderful world this could be  
  
Oh, my, my good Lord, I've been trying  
I've been trying, I've been trying, oh Lord  
To understand the thing  
That I've been looking for

",1
"5","The Beatles","Hello Goodbye","You say yes, I say no, you say stop, and I say go, go, go  
Oh no - You say goodbye, and I say hello  
Hello, hello - I don't know why you say goodbye I say hello  
Hello, hello - I don't know why you say goodbye I say hello  
  
I say high, you say low, you say why, and I say I don't know - Oh  
Oh no - You say goodbye, and I say hello  
Hello, hello - I don't know why you say goodbye I say hello  
Hello, hello - I don't know why you say goodbye I say hello  
  
Why, why, why, why, why do you say goodbye, goodbye - wow  
Oh no - You say goodbye, and I say hello  
Hello, hello - I don't know why you say goodbye I say hello  
Hello, hello - I don't know why you say goodbye I say hello  
  
You say yes, I say no, you say stop, and I say go, go, go  
Oh no - You say goodbye, and I say hello  
Hello, hello - I don't know why you say goodbye I say hello  
Hello, hello - I don't know why you say goodbye I say hello  
Hello, hello - I don't know why you say goodbye I say Hello - Hello  
  
Hey-la, He-be Hello  
Hey-la, He-be Hello  
Hey-la, He-be Hello  
Hey-la, He-be Hello

",1
"6","The Beatles","I Saw Her Standing There","Well she was just seventeen  
You know what I mean  
And the way she looked  
Was way beyond compare  
So how could I dance with another,  
Oh, when I saw her standing there  
  
Well she looked at me  
And I, I could see  
That before too long  
I'd fall in love with her  
She wouldn't dance with another  
Oh, when I saw her standing there  
  
Well my heart went boom  
When I crossed that room  
And I held her hand in mine  
  
Oh we danced through the night  
And we held each other tight  
And before too long  
I fell in love with her  
Now I'll never dance with another  
Oh, when I saw her standing there  
  
Well my heart went boom  
When I crossed that room  
And I held her hand in mine  
  
Oh we danced through the night  
And we held each other tight  
And before too long  
I fell in love with her  
Now I'll never dance with another  
Oh, when I saw her standing there  
Oh, since I saw her standing there  
Yeah, well since I saw her standing there

",1
"7","The Beatles","P.S. I Love You","Dear, I thought I'd drop a line.  
The weather's cool. The folks are fine.  
I'm in bed each night at nine.  
P.S. I love you.  
  
Yesterday we had some rain,  
but all in all I can't complain.  
Was it dusty on the train?  
P.S. I love you.  
  
Write to the Browns just as soon as you're able.  
They came around to call.  
I burned a hole in the dining room table.  
And let me see, I guess that's all.  
  
Nothin' else for me to say,  
and so I'll close. Oh, by the way,  
everybody's thinkin' of you.  
P.S. I love you.  
  
I do my best to obey all your wishes.  
I put a sign up. Think  
now I got to buy us a new set of dishes,  
or wash the ones that have piled in the sink.  
  
Nothing else to tell you, dear.  
Except, each day feels like a year.  
Every night I'm dreamin' of you.  
P.S. I love you.  
P.S. I love you.

",1
"8","The Beatles","Revolution","You say you want a revolution, well you know, we all want to change the world  
You tell me that it's evolution, well you know  
We all want to change the world  
But when you talk about destruction  
Don't you know that you can count me out  
Don't you know it's gonna be alright, alright, alright.  
You say you got a real solution, well you know, we'd all love to see the plan  
You ask me for a contribution, well you know, we are doing what we can  
But if you want money for people with minds that hate  
All I can tell you brother is you have to wait  
Don't you know it's gonna be alright, alright, alright.  
You say you'll change the constitution, well you know  
We all want to change your head  
You tell me it's the institution, well you know  
You better free your mind instead  
But if you go carrying pictures of Chairman Mao  
You ain't gonna make it with anyone anyhow  
Don't you know it's gonna be alright, alright, alright

",1
"9","The Beatles","Roll Over Beethoven","I'm gonna write a little letter,  
Gonna mail it to my local DJ  
It's a rockin' rhythm record  
I want my jockey to play  
Roll Over Beethoven, I gotta hear it again today  
  
You know, my temperature's risin'  
And the jukebox blows a fuse  
My heart's beatin' rhythm  
And my soul keeps on singin' the blues  
Roll Over Beethoven and tell Tchaikovsky the news  
  
I got the rockin' pneumonia,  
I need a shot of rhythm and blues  
I think I'm rollin' arthritis  
Sittin' down by the rhythm review  
Roll Over Beethoven rockin' in two by two  
  
Well, if you feel you like it  
Go get your lover, then reel and rock it  
Roll it over and move on up just  
A trifle further and reel and rock it,  
Roll it over,  
Roll Over Beethoven rockin' in two by two  
  
Well, early in the mornin' I'm a-givin' you a warnin'  
Don't you step on my blue suede shoes  
Hey diddle diddle, I am playin' my fiddle,  
Ain't got nothin' to lose  
Roll Over Beethoven and tell Tschaikowsky the news  
  
You know she wiggles like a glow worm,  
Dance like a spinnin' top  
She got a crazy partner,  
Oughta see 'em reel and rock  
Long as she got a dime the music will never stop  
  
Roll Over Beethoven,  
Roll Over Beethoven,  
Roll Over Beethoven,  
Roll Over Beethoven,  
Roll Over Beethoven and dig these rhythm and blues

",1
"101","The Beatles","She's A Woman","She got everything I need,  
She makes me smile, she makes me bleed  
'Cause she's a woman  
  
She got the end, she got the means,  
She's in my heart and in my dreams  
An' it makes me cry I want to make her mine  
  
She ain't black, but, she got soul,  
She ain't young, she ain't old,  
She shine like silver, burn like gold  
'Cause she's a woman, she's a woman  
  
She got everything I need,  
She got comfort, she got speed  
She's a woman, she's a woman  
  
She do me bad, she do me good,  
She got the Gypsy in her blood  
'Cause' she's a woman, she's a woman  
  
She ain't black, but, she got soul,  
She ain't young, she ain't old,  
Shine like silver, burn like gold  
She's a woman, she's a woman  
  
She got a fire in her eyes,  
I know she sees through all my lies,  
'Cause she's a woman, she's a woman  
  
I know I'm the danger zone  
If I leave her all alone  
'Cause she's a woman, she's a woman  
  
She ain't black, but, she got soul,  
She ain't young, she ain't old,  
Shine like silver, burn like gold  
She's a woman, woman,  
She's a woman, she's a woman  
  
She's a woman, woman,  
She's a woman  
  
She got everything I need,  
She make me smile, she make me bleed  
She's a woman, she's a woman  
  
She got the end, she got the means,  
She, make me shiver in my jeans  
'Cause she's a woman, she's a woman  
  
She ain't black, but, she got soul,  
She ain't young, she ain't old  
She shine like silver, burn like gold  
'Cause she's a woman, she's a woman  
  
She's a woman

",1
"111","The Beatles","Something","You're making me wait like there's no tomorrow  
You're taking from me what I can't beg or borrow  
  
There's something that tells me that life has changed  
There's something that tells me this isn't a game  
There's something that tells me that you'll hit the floor  
There's something that tells me  
That you got everything you need but all you want is more  
  
You know there was dreams I had in my corner  
I made you a dollar, you gave a quarter  
  
There's something that tells me that life has changed  
There's something that tells me this isn't a game  
There's something that tells me that you'll hit the floor  
There's something that tells me  
That you got everything you need but all you want is more  
  
Yeah  
  
Yeah  
  
There's something that tells me that life has changed  
There's something that tells me this isn't a game  
There's something that tells me that you'll hit the floor  
There's something that tells me  
That you got everything you need but all you want is more

",1
"12","The Beatles","Strawberry Fields Forever","Let me take you down,  
'cause I'm going to Strawberry Fields.  
Nothing is real and nothing to get hungabout.  
Strawberry Fields forever.  
  
Living is easy with eyes closed,  
Misunderstanding all you see.  
It's getting hard to be someone  
But it all works out,  
It doesn't matter much to me.  
  
Let me take you down,  
'cause I'm going to Strawberry Fields.  
Nothing is real and nothing to get hungabout.  
Strawberry Fields forever.  
  
No one I think is in my tree,  
I mean it must be high or low.  
That is you can't you know tune in  
But it's all right, that is  
I think it's not too bad.  
  
Let me take you down,  
'cause I'm going to Strawberry Fields.  
Nothing is real and nothing to get hungabout.  
Strawberry Fields forever.  
  
Always, no sometimes, think it's me,  
But you know I know when it's a dream.  
I think I know I mean a 'Yes'  
But it's all wrong, that is I think I disagree.  
  
Let me take you down,  
'cause I'm going to Strawberry Fields.  
Nothing is real and nothing to get hungabout.  
Strawberry Fields forever.  
Strawberry Fields forever.

",1
"13","The Beatles","The Inner Light","Without going out of my door,  
I can know all things on earth  
without looking out of my window,  
I can know the ways of heaven.  
The farther one travels  
the less one knows  
the less one really knows.  
Without going out of your door,  
You can know all things on earth  
without looking out of your window,  
you can know the ways of heaven.  
The farther one travels  
the less one knows  
the less one really knows.  
Arrive without travelling,  
See all without looking,  
Do all without doing.

",1
"14","The Beatles","Ticket To Ride","I think I'm gonna be sad,  
I think it's today, yeah.  
The girl that's driving me mad  
Is going away.  
She's got a ticket to ride,  
She's got a ticket to ride,  
She's got a ticket to ride,  
But she don't care.  
She said that living with me  
Is bringing her down yeah.  
For she would never be free  
When I was around.  
She's got a ticket to ride,  
She's got a ticket to ride,  
She's got a ticket to ride,  
But she don't care.  
I don't know why she's ridin' so high,  
She ought to think twice,  
She ought to do right by me.  
Before she gets to saying goodbye,  
She ought to think twice,  
She ought to do right by me.  
I think I'm gonna be sad,  
I think it's today yeah.  
The girl that's driving me mad  
Is going away, yeah.  
She's got a ticket to ride,  
She's got a ticket to ride,  
She's got a ticket to ride,  
But she don't care.  
I don't know why she's ridin' so high,  
She ought to think twice,  
She ought to do right by me.  
Before she gets to saying goodbye,  
She ought to think twice,  
She ought to do right by me.  
She said that living with me,  
Is bringing her down, yeah.  
For she would never be free  
When I was around.  
Ah, she's got a ticket to ride,  
She's got a ticket to ride,  
She's got a ticket to ride,  
But she don't care.  
My baby don't care, my baby don't care.  
My baby don't care, my baby don't care.  
My baby don't care, my baby don't care.

",1
"15","The Beatles","We Can Work It Out","Try to see it my way,  
Do I have to keep on talking till I can't go on?  
While you see it your way,  
Run the risk of knowing that our love may soon be gone.  
  
We can work it out,  
We can work it out.  
  
Think of what you're saying.  
You can get it wrong and still you think that it's alright.  
Think of what I'm saying,  
We can work it out and get it straight, or say good night.  
  
We can work it out,  
We can work it out.  
  
Life is very short, and there's no time  
For fussing and fighting, my friend.  
I have always thought that it's a crime,  
So I will ask you once again.  
  
Try to see it my way,  
Only time will tell if I am right or I am wrong.  
While you see it your way  
There's a chance that we may fall apart before too long.  
  
We can work it out,  
We can work it out.  
  
Life is very short, and there's no time  
For fussing and fighting, my friend.  
I have always thought that it's a crime,  
So I will ask you once again.  
  
Try to see it my way,  
Only time will tell if I am right or I am wrong.  
While you see it your way  
There's a chance that we may fall apart before too long.  
We can work it out,  
We can work it out.

",1
"161","The Beatles","What Goes On","What goes on in your mind?  
I think that I am falling down.  
What goes on in your mind?  
I think that I am upside down.  
Baby, be good, do what you should, you know it will work alright.  
Baby, be good, do what you should, you know it will be alright.  
  
I'm going up, and I'm going down.  
I'm going from side to side.  
See the bills, up in the sky,  
Somebody's cut their string in two.  
Baby, be good, do what you should, you know it will work alright.  
Baby, be good, do what you should, you know it will be alright.  
  
One minute born, one minute doomed,  
One minute up, one minute down.  
What goes on in your mind?  
I think that I am falling down.  
Baby, be good, do what you should, you know it will work alright.  
Baby, be good, do what you should, you know it will be alright.

",1
"17","The Beatles","Yellow Submarine","In the town where I was born  
Lived a man, who sailed the sea  
And he told us of his life  
In the land of submarines  
So we sailed off to the sun  
Till we found a sea of green  
And we lived beneath the waves  
In our yellow submarine  
We all live in a yellow submarine  
Yellow submarine, a yellow submarine  
We all live in a yellow submarine  
Yellow submarine, a yellow submarine  
And our friends are all aboard  
Many more of them live next door  
And the band begins to play  
Oh, we all live in a yellow submarine  
A yellow submarine, a yellow submarine  
We all live in a yellow submarine  
A yellow submarine, a yellow submarine  
As we live a life of ease  
Everyone of us has all we need  
Sky of blue, a sea of green  
In our yellow submarine  
Oh, we all live in a yellow submarine  
A yellow submarine, a yellow submarine  
We all live in a yellow submarine  
A yellow submarine, a yellow submarine  
We all live in a yellow submarine  
A yellow submarine, a yellow submarine  
We all live in a yellow submarine  
A yellow submarine, a yellow submarine  

",1
"18","The Dave Clark Five","Everybody Knows","Wish they hadn't seen him walk away,  
And heard me beg him stay, please stay.  
Why, why did we choose this crowded place,  
They all know it, cause I show it in my face.  
Everybody knows you said goodbye,  
Everybody knows we're through.  
Now they all can see the tears I cry,  
Running down my face for you.  
They all said it's too good to be true,  
He'll make a fool of you, one day.  
I just laughed and said our love was strong,  
But you left me, and they all know I was wrong.  
Everybody knows you're tired of me,  
Everybody knows we're through.  
Though I'm on my own I can't be free,  
Baby, I just live for you.  
Everybody knows you said goodbye,  
Everybody knows we're through...

",1
"19","The Hullaballoos","Did You Ever","Tammy, did you ever  
Not so much that you could notice  
Well, could you estimate how many  
Eight or nine  
Well, will you do it anymore  
I said as you walked out the door  
Yeah, I just wonder did you ever  
All the time.  
  
Could I fix you one small  
No, thanks I just had one  
Then how about this ice cream  
Well, that'll be just fine  
Is there any special way  
Aw no, what ever you say  
I just wondered have you ever  
All the time.  
  
Does he look like  
No, he's taller and more handsome  
Well, is he as old  
Oh no, he's young and in his prime  
Does your mother know I'll bet  
Oh no, I haven't told her yet  
Well, I just wondered do you ever  
All the time.  
  
Just for old times sake  
No, that would make it harder  
Then how about  
Well, are you sure that you don't mind  
Hey, I know just the thing for us  
Oh no, I'm afraid I'd a-missed my bus  
I just wondered did you ever  
All the time.  
  
I just wondered did you ever  
All the time.

",1
"20","The Kinks","Who'll Be The Next In Line","Who'll be the next in line?  
Who'll be the next in line for heartache?  
Who'll make the same mistakes I made over you?  
Who'll be the next in line?  
Who'll be the next in line for you?  
  
Who'll be the next in line?  
Who'll be the next to watch your love fade?  
All your affections finally fade away  
There will be no use inside  
Who'll be the next in line for you?  
  
One day you'll find out when I'm gone  
I was the best one you had  
I was the one who gave you love  
  
Who'll be the next in line?  
Who'll be the next in line for heartaches?  
Who will make the same mistakes I made over you?  
Who'll be the next in line?  
Who'll be the next in line for you?  
  
One day you'll find out when I'm gone  
I was the best one you had  
I was the one who gave you love  
  
Who'll be the next in line?  
Who'll be the next in line for heartaches?  
Who will make the same mistakes I made over you?  
There will be no use inside  
Who will next in line for you?  
  
For you, for you, for you  
For you, for you, for you  
For you

",1
